id,title,subtitle,href,rel,updated,name,email,icon,summary,category,published,point,content
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100515","TRIMET INCIDENT - PRIORITY at 700 NE HOLLADAY ST, PORT",,,,2022-04-15T23:16:56.0-07:00,,,,"TRIMET INCIDENT - PRIORITY at 700 NE HOLLADAY ST, PORT [Portland Police #PP22000100515]",,2022-04-15T23:09:16.0-07:00,45.530091 -122.658353,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100515</dd>
						<dt>Call Type:</dt>
						<dd>TRIMET INCIDENT - PRIORITY</dd>
						<dt>Address:</dt>
						<dd>700 NE HOLLADAY ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 11:16:56 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100501","THEFT - COLD at 6200 SE BELMONT ST, PORT",,,,2022-04-15T23:46:47.0-07:00,,,,"THEFT - COLD at 6200 SE BELMONT ST, PORT [Portland Police #PP22000100501]",,2022-04-15T23:04:35.0-07:00,45.516980 -122.599678,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100501</dd>
						<dt>Call Type:</dt>
						<dd>THEFT - COLD</dd>
						<dt>Address:</dt>
						<dd>6200 SE BELMONT ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 11:46:47 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100505","PREMISE CHECK at 1800 SE EXETER DR, PORT",,,,2022-04-15T23:17:14.0-07:00,,,,"PREMISE CHECK at 1800 SE EXETER DR, PORT [Portland Police #PP22000100505]",,2022-04-15T22:57:59.0-07:00,45.456866 -122.651425,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100505</dd>
						<dt>Call Type:</dt>
						<dd>PREMISE CHECK</dd>
						<dt>Address:</dt>
						<dd>1800 SE EXETER DR, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 11:17:14 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PG22000013854","SUSPICIOUS - PRIORITY at SE PALMQUIST RD / SE COCHRAN DR, GRSM",,,,2022-04-15T23:03:20.0-07:00,,,,"SUSPICIOUS - PRIORITY at SE PALMQUIST RD / SE COCHRAN DR, GRSM [Gresham Police #PG22000013854]",,2022-04-15T22:57:04.0-07:00,45.486730 -122.405633,"<dl>
						<dt>ID:</dt>
						<dd>PG22000013854</dd>
						<dt>Call Type:</dt>
						<dd>SUSPICIOUS - PRIORITY</dd>
						<dt>Address:</dt>
						<dd>SE PALMQUIST RD / SE COCHRAN DR, GRSM</dd>
						<dt>Agency:</dt>
						<dd>Gresham Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 11:03:20 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100503","DISTURBANCE - PRIORITY at 2900 SE 170TH AVE, PORT",,,,2022-04-15T23:22:09.0-07:00,,,,"DISTURBANCE - PRIORITY at 2900 SE 170TH AVE, PORT [Portland Police #PP22000100503]",,2022-04-15T22:56:19.0-07:00,45.501067 -122.487566,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100503</dd>
						<dt>Call Type:</dt>
						<dd>DISTURBANCE - PRIORITY</dd>
						<dt>Address:</dt>
						<dd>2900 SE 170TH AVE, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 11:22:09 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100502","UNWANTED PERSON at 700 NW 21ST AVE, PORT",,,,2022-04-15T23:13:44.0-07:00,,,,"UNWANTED PERSON at 700 NW 21ST AVE, PORT [Portland Police #PP22000100502]",,2022-04-15T22:54:03.0-07:00,45.528144 -122.694804,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100502</dd>
						<dt>Call Type:</dt>
						<dd>UNWANTED PERSON</dd>
						<dt>Address:</dt>
						<dd>700 NW 21ST AVE, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 11:13:44 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PG22000013852","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 400 SE 162ND AVE, GRSM",,,,2022-04-15T22:51:30.0-07:00,,,,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 400 SE 162ND AVE, GRSM [Gresham Police #PG22000013852]",,2022-04-15T22:51:13.0-07:00,45.519956 -122.496911,"<dl>
						<dt>ID:</dt>
						<dd>PG22000013852</dd>
						<dt>Call Type:</dt>
						<dd>SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE</dd>
						<dt>Address:</dt>
						<dd>400 SE 162ND AVE, GRSM</dd>
						<dt>Agency:</dt>
						<dd>Gresham Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 10:51:30 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100483","VANDALISM - COLD at 1100 SW 2ND AVE, PORT",,,,2022-04-16T00:06:02.0-07:00,,,,"VANDALISM - COLD at 1100 SW 2ND AVE, PORT [Portland Police #PP22000100483]",,2022-04-15T22:45:15.0-07:00,45.515058 -122.676413,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100483</dd>
						<dt>Call Type:</dt>
						<dd>VANDALISM - COLD</dd>
						<dt>Address:</dt>
						<dd>1100 SW 2ND AVE, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/16/22 12:06:02 AM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100494","ACCIDENT - UNKNOWN INJURY at SE STARK ST / SE 160TH AVE, PORT",,,,2022-04-15T23:37:16.0-07:00,,,,"ACCIDENT - UNKNOWN INJURY at SE STARK ST / SE 160TH AVE, PORT [Portland Police #PP22000100494]",,2022-04-15T22:43:43.0-07:00,45.519150 -122.499060,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100494</dd>
						<dt>Call Type:</dt>
						<dd>ACCIDENT - UNKNOWN INJURY</dd>
						<dt>Address:</dt>
						<dd>SE STARK ST / SE 160TH AVE, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 11:37:16 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100427","AREA CHECK at 2300 SE TAMARACK AVE, PORT",,,,2022-04-15T22:53:10.0-07:00,,,,"AREA CHECK at 2300 SE TAMARACK AVE, PORT [Portland Police #PP22000100427]",,2022-04-15T22:43:24.0-07:00,45.505932 -122.647735,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100427</dd>
						<dt>Call Type:</dt>
						<dd>AREA CHECK</dd>
						<dt>Address:</dt>
						<dd>2300 SE TAMARACK AVE, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 10:53:10 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100486","THEFT - PRIORITY at 11100 SE DIVISION ST, PORT",,,,2022-04-15T22:40:23.0-07:00,,,,"THEFT - PRIORITY at 11100 SE DIVISION ST, PORT [Portland Police #PP22000100486]",,2022-04-15T22:40:06.0-07:00,45.503844 -122.548256,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100486</dd>
						<dt>Call Type:</dt>
						<dd>THEFT - PRIORITY</dd>
						<dt>Address:</dt>
						<dd>11100 SE DIVISION ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 10:40:23 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100489","VEHICLE STOLEN - COLD at 1700 N TOMAHAWK ISLAND DR, PORT",,,,2022-04-15T23:27:26.0-07:00,,,,"VEHICLE STOLEN - COLD at 1700 N TOMAHAWK ISLAND DR, PORT [Portland Police #PP22000100489]",,2022-04-15T22:38:39.0-07:00,45.613730 -122.683942,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100489</dd>
						<dt>Call Type:</dt>
						<dd>VEHICLE STOLEN - COLD</dd>
						<dt>Address:</dt>
						<dd>1700 N TOMAHAWK ISLAND DR, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 11:27:26 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100488","SHOTS FIRED at 3200 SE 136TH AVE, PORT",,,,2022-04-15T22:41:13.0-07:00,,,,"SHOTS FIRED at 3200 SE 136TH AVE, PORT [Portland Police #PP22000100488]",,2022-04-15T22:37:18.0-07:00,45.498835 -122.523610,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100488</dd>
						<dt>Call Type:</dt>
						<dd>SHOTS FIRED</dd>
						<dt>Address:</dt>
						<dd>3200 SE 136TH AVE, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 10:41:13 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100484","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at NW 27TH AVE / NW QUIMBY ST, PORT",,,,2022-04-15T22:42:07.0-07:00,,,,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at NW 27TH AVE / NW QUIMBY ST, PORT [Portland Police #PP22000100484]",,2022-04-15T22:33:42.0-07:00,45.533205 -122.706742,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100484</dd>
						<dt>Call Type:</dt>
						<dd>SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE</dd>
						<dt>Address:</dt>
						<dd>NW 27TH AVE / NW QUIMBY ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 10:42:07 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PG22000013847","DISTURBANCE - PRIORITY at 2200 NE DIVISION ST, GRSM",,,,2022-04-15T22:48:48.0-07:00,,,,"DISTURBANCE - PRIORITY at 2200 NE DIVISION ST, GRSM [Gresham Police #PG22000013847]",,2022-04-15T22:27:19.0-07:00,45.505223 -122.409469,"<dl>
						<dt>ID:</dt>
						<dd>PG22000013847</dd>
						<dt>Call Type:</dt>
						<dd>DISTURBANCE - PRIORITY</dd>
						<dt>Address:</dt>
						<dd>2200 NE DIVISION ST, GRSM</dd>
						<dt>Agency:</dt>
						<dd>Gresham Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 10:48:48 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100472","PREMISE CHECK at 2700 SW SUMMIT DR, PORT",,,,2022-04-15T22:36:00.0-07:00,,,,"PREMISE CHECK at 2700 SW SUMMIT DR, PORT [Portland Police #PP22000100472]",,2022-04-15T22:24:58.0-07:00,45.503783 -122.704682,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100472</dd>
						<dt>Call Type:</dt>
						<dd>PREMISE CHECK</dd>
						<dt>Address:</dt>
						<dd>2700 SW SUMMIT DR, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 10:36:00 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100481","THREAT - WITH WEAPON *H at SE MITCHELL CT / SE 68TH AVE, PORT",,,,2022-04-15T23:21:19.0-07:00,,,,"THREAT - WITH WEAPON *H at SE MITCHELL CT / SE 68TH AVE, PORT [Portland Police #PP22000100481]",,2022-04-15T22:24:13.0-07:00,45.484860 -122.593089,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100481</dd>
						<dt>Call Type:</dt>
						<dd>THREAT - WITH WEAPON *H</dd>
						<dt>Address:</dt>
						<dd>SE MITCHELL CT / SE 68TH AVE, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 11:21:19 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100385","UNWANTED PERSON at 3700 SE 34TH AVE, PORT",,,,2022-04-15T22:49:12.0-07:00,,,,"UNWANTED PERSON at 3700 SE 34TH AVE, PORT [Portland Police #PP22000100385]",,2022-04-15T22:24:12.0-07:00,45.495736 -122.628858,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100385</dd>
						<dt>Call Type:</dt>
						<dd>UNWANTED PERSON</dd>
						<dt>Address:</dt>
						<dd>3700 SE 34TH AVE, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 10:49:12 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100473","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at SE 7TH AVE / SE ASH ST, PORT",,,,2022-04-15T22:43:15.0-07:00,,,,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at SE 7TH AVE / SE ASH ST, PORT [Portland Police #PP22000100473]",,2022-04-15T22:15:12.0-07:00,45.521500 -122.658690,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100473</dd>
						<dt>Call Type:</dt>
						<dd>SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE</dd>
						<dt>Address:</dt>
						<dd>SE 7TH AVE / SE ASH ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 10:43:15 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100471","VANDALISM - PRIORITY at 1400 N ALBERTA ST, PORT",,,,2022-04-15T23:22:24.0-07:00,,,,"VANDALISM - PRIORITY at 1400 N ALBERTA ST, PORT [Portland Police #PP22000100471]",,2022-04-15T22:11:13.0-07:00,45.558768 -122.681448,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100471</dd>
						<dt>Call Type:</dt>
						<dd>VANDALISM - PRIORITY</dd>
						<dt>Address:</dt>
						<dd>1400 N ALBERTA ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 11:22:24 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100466","DISTURBANCE - PRIORITY at 16000 SE ALDER ST, PORT",,,,2022-04-15T23:24:40.0-07:00,,,,"DISTURBANCE - PRIORITY at 16000 SE ALDER ST, PORT [Portland Police #PP22000100466]",,2022-04-15T22:10:56.0-07:00,45.516522 -122.498730,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100466</dd>
						<dt>Call Type:</dt>
						<dd>DISTURBANCE - PRIORITY</dd>
						<dt>Address:</dt>
						<dd>16000 SE ALDER ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 11:24:40 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PG22000013839","DISTURBANCE - PRIORITY at 20700 SE STARK ST, GRSM",,,,2022-04-15T22:40:04.0-07:00,,,,"DISTURBANCE - PRIORITY at 20700 SE STARK ST, GRSM [Gresham Police #PG22000013839]",,2022-04-15T22:10:10.0-07:00,45.519444 -122.450366,"<dl>
						<dt>ID:</dt>
						<dd>PG22000013839</dd>
						<dt>Call Type:</dt>
						<dd>DISTURBANCE - PRIORITY</dd>
						<dt>Address:</dt>
						<dd>20700 SE STARK ST, GRSM</dd>
						<dt>Agency:</dt>
						<dd>Gresham Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 10:40:04 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PG22000013837","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 1000 SE 21ST CT, GRSM",,,,2022-04-15T22:05:48.0-07:00,,,,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 1000 SE 21ST CT, GRSM [Gresham Police #PG22000013837]",,2022-04-15T22:05:41.0-07:00,45.482056 -122.420577,"<dl>
						<dt>ID:</dt>
						<dd>PG22000013837</dd>
						<dt>Call Type:</dt>
						<dd>SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE</dd>
						<dt>Address:</dt>
						<dd>1000 SE 21ST CT, GRSM</dd>
						<dt>Agency:</dt>
						<dd>Gresham Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 10:05:48 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100459","ACCIDENT - INJURY at SE 52ND AVE / SE HOLGATE BLVD, PORT",,,,2022-04-15T22:23:19.0-07:00,,,,"ACCIDENT - INJURY at SE 52ND AVE / SE HOLGATE BLVD, PORT [Portland Police #PP22000100459]",,2022-04-15T22:04:33.0-07:00,45.490295 -122.608994,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100459</dd>
						<dt>Call Type:</dt>
						<dd>ACCIDENT - INJURY</dd>
						<dt>Address:</dt>
						<dd>SE 52ND AVE / SE HOLGATE BLVD, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 10:23:19 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100463","DISTURBANCE - PRIORITY at 1000 N ANCHOR WAY, PORT",,,,2022-04-15T22:22:51.0-07:00,,,,"DISTURBANCE - PRIORITY at 1000 N ANCHOR WAY, PORT [Portland Police #PP22000100463]",,2022-04-15T22:01:26.0-07:00,45.604421 -122.677424,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100463</dd>
						<dt>Call Type:</dt>
						<dd>DISTURBANCE - PRIORITY</dd>
						<dt>Address:</dt>
						<dd>1000 N ANCHOR WAY, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 10:22:51 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100407","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 6500 SE 82ND AVE, PORT",,,,2022-04-15T21:59:31.0-07:00,,,,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 6500 SE 82ND AVE, PORT [Portland Police #PP22000100407]",,2022-04-15T21:59:01.0-07:00,45.475661 -122.578684,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100407</dd>
						<dt>Call Type:</dt>
						<dd>SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE</dd>
						<dt>Address:</dt>
						<dd>6500 SE 82ND AVE, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 9:59:31 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100460","DISTURBANCE - PRIORITY at 7800 N INTERSTATE AVE, PORT",,,,2022-04-15T22:42:04.0-07:00,,,,"DISTURBANCE - PRIORITY at 7800 N INTERSTATE AVE, PORT [Portland Police #PP22000100460]",,2022-04-15T21:58:51.0-07:00,45.580496 -122.681506,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100460</dd>
						<dt>Call Type:</dt>
						<dd>DISTURBANCE - PRIORITY</dd>
						<dt>Address:</dt>
						<dd>7800 N INTERSTATE AVE, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 10:42:04 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100458","SUSPICIOUS - WITH WEAPON *H at 5100 SW SLAVIN RD, PORT",,,,2022-04-15T22:50:18.0-07:00,,,,"SUSPICIOUS - WITH WEAPON *H at 5100 SW SLAVIN RD, PORT [Portland Police #PP22000100458]",,2022-04-15T21:54:01.0-07:00,45.486426 -122.681537,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100458</dd>
						<dt>Call Type:</dt>
						<dd>SUSPICIOUS - WITH WEAPON *H</dd>
						<dt>Address:</dt>
						<dd>5100 SW SLAVIN RD, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 10:50:18 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100456","DISTURBANCE - PRIORITY at 8600 SE INSLEY ST, PORT",,,,2022-04-15T22:16:32.0-07:00,,,,"DISTURBANCE - PRIORITY at 8600 SE INSLEY ST, PORT [Portland Police #PP22000100456]",,2022-04-15T21:49:45.0-07:00,45.483963 -122.574451,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100456</dd>
						<dt>Call Type:</dt>
						<dd>DISTURBANCE - PRIORITY</dd>
						<dt>Address:</dt>
						<dd>8600 SE INSLEY ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 10:16:32 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100452","ACCIDENT - NON INJURY at SB I5 BRG AT / MIDSPAN, PORT",,,,2022-04-15T21:58:27.0-07:00,,,,"ACCIDENT - NON INJURY at SB I5 BRG AT / MIDSPAN, PORT [Portland Police #PP22000100452]",,2022-04-15T21:44:22.0-07:00,45.618184 -122.675329,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100452</dd>
						<dt>Call Type:</dt>
						<dd>ACCIDENT - NON INJURY</dd>
						<dt>Address:</dt>
						<dd>SB I5 BRG AT / MIDSPAN, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 9:58:27 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/RP22000035378","ALMCOM - MONITORED COMMERCIAL FIRE ALARM at 300 NW 19TH AVE, PORT",,,,2022-04-15T21:43:44.0-07:00,,,,"ALMCOM - MONITORED COMMERCIAL FIRE ALARM at 300 NW 19TH AVE, PORT [Portland Fire #RP22000035378]",,2022-04-15T21:35:07.0-07:00,45.525310 -122.690584,"<dl>
						<dt>ID:</dt>
						<dd>RP22000035378</dd>
						<dt>Call Type:</dt>
						<dd>ALMCOM - MONITORED COMMERCIAL FIRE ALARM</dd>
						<dt>Address:</dt>
						<dd>300 NW 19TH AVE, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Fire</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 9:43:44 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100424","UNWANTED PERSON at 5300 SE FOSTER RD, PORT",,,,2022-04-15T21:43:33.0-07:00,,,,"UNWANTED PERSON at 5300 SE FOSTER RD, PORT [Portland Police #PP22000100424]",,2022-04-15T21:34:56.0-07:00,45.494908 -122.607601,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100424</dd>
						<dt>Call Type:</dt>
						<dd>UNWANTED PERSON</dd>
						<dt>Address:</dt>
						<dd>5300 SE FOSTER RD, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 9:43:33 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100396","SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 6300 NE SIMPSON ST, PORT",,,,2022-04-15T22:24:04.0-07:00,,,,"SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE at 6300 NE SIMPSON ST, PORT [Portland Police #PP22000100396]",,2022-04-15T21:32:57.0-07:00,45.564768 -122.597392,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100396</dd>
						<dt>Call Type:</dt>
						<dd>SUSPICIOUS SUBJ, VEH, OR CIRCUMSTANCE</dd>
						<dt>Address:</dt>
						<dd>6300 NE SIMPSON ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 10:24:04 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PG22000013831","THEFT - PRIORITY at 2000 NE BURNSIDE RD, GRSM",,,,2022-04-15T22:16:48.0-07:00,,,,"THEFT - PRIORITY at 2000 NE BURNSIDE RD, GRSM [Gresham Police #PG22000013831]",,2022-04-15T21:32:35.0-07:00,45.500439 -122.410092,"<dl>
						<dt>ID:</dt>
						<dd>PG22000013831</dd>
						<dt>Call Type:</dt>
						<dd>THEFT - PRIORITY</dd>
						<dt>Address:</dt>
						<dd>2000 NE BURNSIDE RD, GRSM</dd>
						<dt>Agency:</dt>
						<dd>Gresham Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 10:16:48 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100446","THEFT - COLD at 6600 NE GLISAN ST, PORT",,,,2022-04-15T21:32:49.0-07:00,,,,"THEFT - COLD at 6600 NE GLISAN ST, PORT [Portland Police #PP22000100446]",,2022-04-15T21:31:40.0-07:00,45.526198 -122.594730,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100446</dd>
						<dt>Call Type:</dt>
						<dd>THEFT - COLD</dd>
						<dt>Address:</dt>
						<dd>6600 NE GLISAN ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 9:32:49 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100435","VEHICLE STOLEN - COLD at 6800 N LOMBARD ST, PORT",,,,2022-04-15T22:08:14.0-07:00,,,,"VEHICLE STOLEN - COLD at 6800 N LOMBARD ST, PORT [Portland Police #PP22000100435]",,2022-04-15T21:31:24.0-07:00,45.585853 -122.738148,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100435</dd>
						<dt>Call Type:</dt>
						<dd>VEHICLE STOLEN - COLD</dd>
						<dt>Address:</dt>
						<dd>6800 N LOMBARD ST, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 10:08:14 PM PDT</dd>
					</dl>"
"tag:portlandoregon.gov,2022-04-16:cad-incidents/PP22000100376","ASSAULT - PRIORITY at SE 72ND AVE / SE POWELL BLVD, PORT",,,,2022-04-15T21:34:39.0-07:00,,,,"ASSAULT - PRIORITY at SE 72ND AVE / SE POWELL BLVD, PORT [Portland Police #PP22000100376]",,2022-04-15T21:26:30.0-07:00,45.497437 -122.589120,"<dl>
						<dt>ID:</dt>
						<dd>PP22000100376</dd>
						<dt>Call Type:</dt>
						<dd>ASSAULT - PRIORITY</dd>
						<dt>Address:</dt>
						<dd>SE 72ND AVE / SE POWELL BLVD, PORT</dd>
						<dt>Agency:</dt>
						<dd>Portland Police</dd>
						<dt>Last Updated:</dt>
						<dd>4/15/22 9:34:39 PM PDT</dd>
					</dl>"
